prompt,target
"Question: Where would you get a balalaika if you do not have one?
Choices: A) orchestra B) music store C) buy music D) make music E) symphony
Answer:",B
"Question: Hoping for a beautiful day, what did the clouds do that disappointed everyone?
Choices: A) homely B) overcast C) hideous D) overrated E) misshapen
Answer:",B
"Question: What type of demands to the unions need to be making to go off strike?
Choices: A) reasonable B) more money C) not go to work D) return to work E) union
Answer:",A
"Question: The landscaper was carefully arching stones together, he was creating an elaborate what over the creek?
Choices: A) park B) made from rocks C) balloon D) field E) bridge
Answer:",E
"Question: John was not happy with his marriage. He and his wife drifted apart.     All and all, recent turns could be described as what?
Choices: A) inappropriate B) sadness C) unsatisfied D) unfortunate E) disenchanted
Answer:",D
"Question: The poor girls needed a light to see, what was the relationship between that light and finishing her homework?
Choices: A) darkness B) cumbersome C) obesity D) forceful E) crucial
Answer:",E
"Question: Where would you find a ticket booth and see a concert?
Choices: A) clerk B) indoors C) movie theater D) venue E) auditorium
Answer:",D
"Question: Who is not famous for a superhighway with no speed limit?
Choices: A) europe B) germany C) industrialized country D) city E) america
Answer:",E
"Question: The low trickle of water revealed a stone, where was the stone found?
Choices: A) ocean B) gallbladder C) driveway D) river bed E) creek bed
Answer:",E
"Question: Where is the closest place from where you could borrow salt?
Choices: A) ocean water B) table C) shaker D) neighbor's house E) lake
Answer:",D
"Question: No matter what date you put on it, we all know the universe to be what?
Choices: A) very old B) infiniverse C) getting younger D) infinite E) real
Answer:",A
"Question: A meteor travels through galaxies which are a part of what?
Choices: A) republic of ireland B) sky C) orbit D) universe E) school
Answer:",D
"Question: What is a person considered a bully known for?
Choices: A) ridiculous B) false information C) made fun of D) brain tumor E) bull rider
Answer:",C
"Question: She had an interest in the man, what did she want to do with him?
Choices: A) see particular program B) see exhibits C) see people play game D) have conversation E) watch film
Answer:",D
"Question: Where is a drug kept in a home bathroom?
Choices: A) nursery B) ghetto C) cupboard D) pharmacy E) medicine cabinet
Answer:",E
"Question: When cooking sheep meat a lot of people might want to be well?
Choices: A) ram B) lamb C) done D) ram E) wolf
Answer:",C
"Question: Where would you sit in a chair while working toward an advanced degree?
Choices: A) aeroport B) church C) furniture store D) university E) living room
Answer:",D
"Question: Farm land makes use of what?
Choices: A) countryside B) michigan C) north dakota D) farming areas E) illinois
Answer:",D
"Question: A good interview after applying for a job may cause you to feel what?
Choices: A) offer B) income C) rejection D) hostile E) hope
Answer:",E
"Question: Computers have allowed everybody to answer questions they have quickly, but still we seem to be getting duller despite access to this what?
Choices: A) economic boom B) advance knowledge C) produce sound D) teach E) follow instructions
Answer:",B
"Question: There was a long cottage somewhere.  People thought it was haunted.  It was overgrown, there was nothing near it.  It's was far into the what?
Choices: A) mountains B) countryside C) train D) painting E) village
Answer:",B
"Question: Where is knight always portrayed as a hero?
Choices: A) middle ages B) chess board C) kids story D) fairy tale E) castle
Answer:",D
"Question: James is carrying a duffel bag with him because he doesn't have a vehicle of his own and needs a bag to carry his things in while he uses what?
Choices: A) library B) transit C) bus station D) army barracks E) locker room
Answer:",B
"Question: What would you need if you want to smoke?
Choices: A) you're stupid B) kill yourself C) roll joint D) cigarette E) lighter fluid.
Answer:",D
"Question: James decided that competing was the right choice.   Not competing has a defined outcome, but if he competes then what could happen?
Choices: A) might win B) perform better C) enemies D) winners and losers E) lose
Answer:",A
"Question: What could you use to get to some airplanes?
Choices: A) taxi B) carry people C) car D) stall E) crash
Answer:",A
"Question: What happens when driving?
Choices: A) lack of fuel B) paint scratching C) wheels turning D) tire wear E) traffic accident
Answer:",C
"Question: What are our bodies doing after having food?
Choices: A) falling down B) digesting C) gas D) weight gain E) not hungry
Answer:",B
"Question: Why would one try to avoid work?
Choices: A) making money B) leave home C) success D) malaise E) bad mood
Answer:",D
"Question: What do you do in order to fly in airplane?
Choices: A) buy tickets B) passenger C) read D) add gas E) run through checklists
Answer:",A
"Question: What is another name for the color of the fur of a dog with light colored fur?
Choices: A) fair B) basket C) dog hair D) game E) sun
Answer:",A
"Question: Sally was bored because she didn't like the junk that was on what?
Choices: A) drawer B) garage C) caddy D) bed E) television
Answer:",E
"Question: The lion sensed his competitor was timid, so what attitude did the lion take?
Choices: A) reckless B) bellicose C) defensive D) aggressive E) dauntless
Answer:",D
"Question: John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be?
Choices: A) pet shops B) oklahoma C) basement D) bedroom E) dreams
Answer:",D
"Question: Where can you find a place to eat in an urban area close to local nightlife?
Choices: A) city B) downtown C) mall D) shopping center E) own house
Answer:",B
"Question: You have to a lot of thinking while studying a new subject, but it is how you gain what?
Choices: A) fatigue B) depression C) best way D) weight E) knowledge
Answer:",E
"Question: How will you communicate if you are far away from who you want to communicate with?
Choices: A) think B) talk with people C) talk to people D) speak out E) send email
Answer:",E
"Question: Why would you not trust your friends after chatting with friends?
Choices: A) fever B) smoke C) laughing D) coughing E) lie
Answer:",E
"Question: He came from old money and had a fortune, but he made new money making shrewd trades where?
Choices: A) eat cake B) cookie C) stock market D) real estate E) treasure chest
Answer:",C
"Question: Animals make up a large part of the?
Choices: A) carrying cargo B) favorite C) ecosystem D) nature E) ecology
Answer:",C
"Question: At a shop what can you buy to put your spare unused things?
Choices: A) basement B) cardboard box C) ocean floor D) high school E) container
Answer:",E
"Question: A person with digestion issues eats a meat-filled breakfast, what does he feel?
Choices: A) heartburn B) overeating C) happiness D) being satisfied E) gain energy
Answer:",A
"Question: What is a prisoner sentenced to do?
Choices: A) scape jail B) dream of freedom C) become a hairdresser D) attempt to escape E) do time
Answer:",E
"Question: Jesse  enjoyed remembering the past because he helped him understand it.  And understanding the past helped him with doing what?
Choices: A) phoning B) nostalgia C) writing down D) active E) being prepared
Answer:",E
"Question: David watched some nesting birds using his binoculars while on vacation.  Where might David be?.
Choices: A) sky B) vaccation C) forest D) countryside E) roof
Answer:",C
"Question: Where would you find many varieties of plants including a rosebush?
Choices: A) kew gardens B) garder C) backyard D) shop E) beautiful garden
Answer:",E
"Question: If I did not have a rosebush, where would I get one?
Choices: A) pot B) museum C) garden center D) formal garden E) backyard
Answer:",C
"Question: What does a person with a what likely do?
Choices: A) feel important B) trust himself C) own house D) electrical circuit E) know what time
Answer:",E
"Question: What are cats often known for?
Choices: A) whiskers B) sharp teeth C) purr D) four legs E) sharp claws
Answer:",E
"Question: As he looked out the window, he knew the landing was happening soon, and it made him nervous, but where would he be soon?
Choices: A) apartment building B) disembark C) stairwell D) deplane E) airport
Answer:",E
"Question: Where can you find a dogs house?
Choices: A) found outside B) faithful C) frightening D) cold E) four legs
Answer:",A
"Question: Tweed is a rare fabric in modern clothing, what brand should I look for when buying it?
Choices: A) scotland B) brown C) fabric store D) clothing stores E) eddie bauer
Answer:",E
